Transaction,datetime,Item,beverage,other,kids,snacks,bread,breakfast_pastry,breakfast,dessert,condiments,lunch,other_food,hour,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
9121,2017-03-31 12:14:14,CoffeeCoffeePastry,2,0,0,0,0,1,0,0,0,0,0,12,False,False,False,False,False,False
9122,2017-03-31 12:15:06,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,False,False,False
9123,2017-03-31 12:22:50,JuiceMuffin,1,0,0,0,0,1,0,0,0,0,0,12,False,False,False,False,False,False
9124,2017-03-31 12:40:03,Farm House,0,0,0,0,0,0,0,0,0,0,1,12,False,False,False,False,False,False
9125,2017-03-31 13:05:37,Coffee,1,0,0,0,0,0,0,0,0,0,0,13,False,False,False,False,False,False
9126,2017-03-31 13:17:42,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,13,False,False,False,False,False,False
9127,2017-03-31 13:21:03,NONE,0,1,0,0,0,0,0,0,0,0,0,13,False,False,False,False,False,False
9128,2017-03-31 13:22:26,BreadBrownie,0,0,0,0,1,0,0,1,0,0,0,13,False,False,False,False,False,False
9129,2017-03-31 13:25:17,SaladExtra Salami or FetaBreadBaguetteTeaBread,1,0,0,0,3,0,0,0,1,1,0,13,False,False,False,False,False,False
9130,2017-03-31 13:27:04,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,False,False,False
9131,2017-03-31 13:29:03,BreadHot chocolateCoffeeSandwichCookies,2,0,0,0,1,0,0,1,0,1,0,13,False,False,False,False,False,False
9132,2017-03-31 13:40:19,Chicken Stew,0,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,False
9133,2017-03-31 13:41:06,BreadSandwich,0,0,0,0,1,0,0,0,0,1,0,13,False,False,False,False,False,False
9134,2017-03-31 13:42:27,SandwichCoffeeBread,1,0,0,0,1,0,0,0,0,1,0,13,False,False,False,False,False,False
9135,2017-03-31 13:47:22,SandwichCoffeeCoffee,2,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,False
9136,2017-03-31 13:57:04,Tiffin,0,0,0,0,0,0,0,0,0,0,1,13,False,False,False,False,False,False
9137,2017-03-31 14:03:47,Baguette,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,False,False
9138,2017-03-31 14:07:24,Spanish BrunchSaladExtra Salami or FetaCoffeeCoffee,2,0,0,0,0,0,0,0,1,1,1,14,False,False,False,False,False,False
9139,2017-03-31 14:15:35,BreadTiffin,0,0,0,0,1,0,0,0,0,0,1,14,False,False,False,False,False,False
9140,2017-03-31 14:18:04,Chicken StewSoupBread,0,0,0,0,1,0,0,0,0,2,0,14,False,False,False,False,False,False
9141,2017-03-31 14:18:38,BrownieCoffee,1,0,0,0,0,0,0,1,0,0,0,14,False,False,False,False,False,False
9142,2017-03-31 14:36:20,CokeMineral waterCoffeeSoupSandwich,3,0,0,0,0,0,0,0,0,2,0,14,False,False,False,False,False,False
9143,2017-03-31 15:10:07,CoffeeScone,1,0,0,0,0,1,0,0,0,0,0,15,False,False,False,False,False,False
9144,2017-03-31 15:15:57,CoffeeScone,1,0,0,0,0,1,0,0,0,0,0,15,False,False,False,False,False,False
9145,2017-03-31 15:18:08,Hot chocolateHot chocolateBreadScone,2,0,0,0,1,1,0,0,0,0,0,15,False,False,False,False,False,False
9146,2017-03-31 15:19:18,BreadCookies,0,0,0,0,1,0,0,1,0,0,0,15,False,False,False,False,False,False
9147,2017-03-31 15:25:29,SconeBread,0,0,0,0,1,1,0,0,0,0,0,15,False,False,False,False,False,False
9148,2017-03-31 15:35:02,TeaBrownie,1,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,False,False
9149,2017-03-31 15:45:26,TeaBreadCake,1,0,0,0,1,0,0,1,0,0,0,15,False,False,False,False,False,False
9150,2017-03-31 15:46:43,TeaPastry,1,0,0,0,0,1,0,0,0,0,0,15,False,False,False,False,False,False
9151,2017-03-31 16:06:32,Hot chocolateCake,1,0,0,0,0,0,0,1,0,0,0,16,False,False,False,False,False,False
9152,2017-03-31 16:13:36,CoffeeTiffin,1,0,0,0,0,0,0,0,0,0,1,16,False,False,False,False,False,False
9153,2017-03-31 16:32:57,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,False,False,False,False,False,False
9154,2017-03-31 16:34:58,BreadCookies,0,0,0,0,1,0,0,1,0,0,0,16,False,False,False,False,False,False
9155,2017-03-31 16:36:55,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,False,False,False,False,False,False
9156,2017-03-31 16:45:13,CoffeeBrownie,1,0,0,0,0,0,0,1,0,0,0,16,False,False,False,False,False,False
9157,2017-03-31 16:53:39,SconeCokeCoffeeSoup,2,0,0,0,0,1,0,0,0,1,0,16,False,False,False,False,False,False
9158,2017-03-31 17:23:57,CoffeeJuice,2,0,0,0,0,0,0,0,0,0,0,17,False,False,False,False,False,False
9159,2017-04-01 08:11:00,Coffee,1,0,0,0,0,0,0,0,0,0,0,8,False,True,False,False,False,False
9160,2017-04-01 08:47:55,CoffeeNONE,1,1,0,0,0,0,0,0,0,0,0,8,False,True,False,False,False,False
9161,2017-04-01 08:51:05,Bread,0,0,0,0,1,0,0,0,0,0,0,8,False,True,False,False,False,False
9162,2017-04-01 09:07:50,SandwichBreadCakeCake,0,0,0,0,1,0,0,2,0,1,0,9,False,True,False,False,False,False
9163,2017-04-01 09:21:57,Farm HouseBreadCake,0,0,0,0,1,0,0,1,0,0,1,9,False,True,False,False,False,False
9164,2017-04-01 09:24:02,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,True,False,False,False,False
9165,2017-04-01 09:25:08,BreadCookies,0,0,0,0,1,0,0,1,0,0,0,9,False,True,False,False,False,False
9166,2017-04-01 09:33:35,SconeToastCoffeeCoke,2,0,0,0,1,1,0,0,0,0,0,9,False,True,False,False,False,False
9167,2017-04-01 09:35:19,CoffeeBreadCookiesBrownie,1,0,0,0,1,0,0,2,0,0,0,9,False,True,False,False,False,False
9168,2017-04-01 09:35:51,Juice,1,0,0,0,0,0,0,0,0,0,0,9,False,True,False,False,False,False
9169,2017-04-01 09:38:52,Farm House,0,0,0,0,0,0,0,0,0,0,1,9,False,True,False,False,False,False
9170,2017-04-01 09:55:11,SconeBread,0,0,0,0,1,1,0,0,0,0,0,9,False,True,False,False,False,False
9171,2017-04-01 09:55:25,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,True,False,False,False,False
9172,2017-04-01 10:04:32,NONEPastry,0,1,0,0,0,1,0,0,0,0,0,10,False,True,False,False,False,False
9173,2017-04-01 10:22:55,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,10,False,True,False,False,False,False
9174,2017-04-01 10:28:45,BreadAlfajoresTiffin,0,0,0,0,1,0,0,1,0,0,1,10,False,True,False,False,False,False
9175,2017-04-01 10:29:45,Bread,0,0,0,0,1,0,0,0,0,0,0,10,False,True,False,False,False,False
9176,2017-04-01 10:30:48,CoffeeScone,1,0,0,0,0,1,0,0,0,0,0,10,False,True,False,False,False,False
9177,2017-04-01 10:31:56,Coffee granules ,0,1,0,0,0,0,0,0,0,0,0,10,False,True,False,False,False,False
9178,2017-04-01 10:40:35,BreadSandwichBrownieCookiesBread,0,0,0,0,2,0,0,2,0,1,0,10,False,True,False,False,False,False
9179,2017-04-01 10:49:19,CoffeeCookies,1,0,0,0,0,0,0,1,0,0,0,10,False,True,False,False,False,False
9180,2017-04-01 10:49:52,PastryCoffee,1,0,0,0,0,1,0,0,0,0,0,10,False,True,False,False,False,False
9181,2017-04-01 10:50:30,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,True,False,False,False,False
9182,2017-04-01 10:55:12,BreadCookiesCake,0,0,0,0,1,0,0,2,0,0,0,10,False,True,False,False,False,False
9183,2017-04-01 10:58:01,BreadCoffeeTruffles,1,0,0,0,1,0,0,1,0,0,0,10,False,True,False,False,False,False
9184,2017-04-01 11:14:37,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,11,False,True,False,False,False,False
9185,2017-04-01 11:16:41,CoffeeJuiceToast,2,0,0,0,1,0,0,0,0,0,0,11,False,True,False,False,False,False
9186,2017-04-01 11:22:25,BreadBread,0,0,0,0,2,0,0,0,0,0,0,11,False,True,False,False,False,False
9187,2017-04-01 11:27:02,BaguetteCoffeeTrufflesMedialunaAlfajoresJuice,2,0,0,0,1,1,0,2,0,0,0,11,False,True,False,False,False,False
9188,2017-04-01 11:27:37,CoffeeCookies,1,0,0,0,0,0,0,1,0,0,0,11,False,True,False,False,False,False
9189,2017-04-01 11:29:27,CoffeeThe Nomad,1,0,0,0,0,0,0,0,0,0,1,11,False,True,False,False,False,False
9190,2017-04-01 11:29:42,BreadBaguette,0,0,0,0,2,0,0,0,0,0,0,11,False,True,False,False,False,False
9191,2017-04-01 11:32:02,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,True,False,False,False,False
9192,2017-04-01 11:40:00,GranolaCoffee,1,0,0,0,0,0,1,0,0,0,0,11,False,True,False,False,False,False
9193,2017-04-01 12:01:57,BreadTeaPastry,1,0,0,0,1,1,0,0,0,0,0,12,False,True,False,False,False,False
9194,2017-04-01 12:03:34,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,12,False,True,False,False,False,False
9195,2017-04-01 12:06:02,Crisps,0,0,0,1,0,0,0,0,0,0,0,12,False,True,False,False,False,False
9196,2017-04-01 12:08:57,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,True,False,False,False,False
9197,2017-04-01 12:13:35,BreadSmoothiesNONESpanish BrunchCoffee,2,1,0,0,1,0,0,0,0,0,1,12,False,True,False,False,False,False
9198,2017-04-01 12:14:46,NONECoffee,1,1,0,0,0,0,0,0,0,0,0,12,False,True,False,False,False,False
9199,2017-04-01 12:16:14,Juice,1,0,0,0,0,0,0,0,0,0,0,12,False,True,False,False,False,False
9200,2017-04-01 12:27:46,TeaCoffee,2,0,0,0,0,0,0,0,0,0,0,12,False,True,False,False,False,False
9201,2017-04-01 12:41:46,CoffeeTeaCakePastry,2,0,0,0,0,1,0,1,0,0,0,12,False,True,False,False,False,False
9202,2017-04-01 12:47:31,CoffeeTiffin,1,0,0,0,0,0,0,0,0,0,1,12,False,True,False,False,False,False
9203,2017-04-01 12:53:17,Cake,0,0,0,0,0,0,0,1,0,0,0,12,False,True,False,False,False,False
9204,2017-04-01 12:56:36,CoffeeSpanish BrunchThe NomadCakeTiffin,1,0,0,0,0,0,0,1,0,0,3,12,False,True,False,False,False,False
9205,2017-04-01 13:03:07,BreadBreadBrownie,0,0,0,0,2,0,0,1,0,0,0,13,False,True,False,False,False,False
9206,2017-04-01 13:06:44,BreadJuiceCoffeeThe NomadSandwich,2,0,0,0,1,0,0,0,0,1,1,13,False,True,False,False,False,False
9207,2017-04-01 13:08:42,BreadAlfajoresAlfajores,0,0,0,0,1,0,0,2,0,0,0,13,False,True,False,False,False,False
9208,2017-04-01 13:17:00,BreadSmoothiesCoffeeMuffinSandwich,2,0,0,0,1,1,0,0,0,1,0,13,False,True,False,False,False,False
9209,2017-04-01 13:22:45,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,True,False,False,False,False
9210,2017-04-01 13:33:58,CoffeeJuiceTrufflesSandwichSandwichPastryCoke,3,0,0,0,0,1,0,1,0,2,0,13,False,True,False,False,False,False
9211,2017-04-01 13:36:26,TeaNONESoupChicken Stew,1,1,0,0,0,0,0,0,0,2,0,13,False,True,False,False,False,False
9212,2017-04-01 14:07:44,CokeSoup,1,0,0,0,0,0,0,0,0,1,0,14,False,True,False,False,False,False
9213,2017-04-01 14:12:29,SandwichTrufflesCoffeePastry,1,0,0,0,0,1,0,1,0,1,0,14,False,True,False,False,False,False
9214,2017-04-01 14:15:57,CookiesCakeBrownieCoffee,1,0,0,0,0,0,0,3,0,0,0,14,False,True,False,False,False,False
9215,2017-04-01 14:18:47,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,True,False,False,False,False
9216,2017-04-01 14:28:00,CoffeeBreadSoup,1,0,0,0,1,0,0,0,0,1,0,14,False,True,False,False,False,False
9217,2017-04-01 14:45:27,Scone,0,0,0,0,0,1,0,0,0,0,0,14,False,True,False,False,False,False
9218,2017-04-01 14:47:50,BreadCake,0,0,0,0,1,0,0,1,0,0,0,14,False,True,False,False,False,False
9219,2017-04-01 14:51:20,MedialunaBreadMuffinCoffeeSandwich,1,0,0,0,1,2,0,0,0,1,0,14,False,True,False,False,False,False
9220,2017-04-01 15:34:46,HoneyScandinavian,0,0,0,0,1,0,0,0,1,0,0,15,False,True,False,False,False,False
9221,2017-04-01 15:35:08,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,False,True,False,False,False,False
9222,2017-04-01 15:44:07,AlfajoresBrownieCake,0,0,0,0,0,0,0,3,0,0,0,15,False,True,False,False,False,False
9223,2017-04-01 15:48:13,Bread,0,0,0,0,1,0,0,0,0,0,0,15,False,True,False,False,False,False
9224,2017-04-01 15:49:12,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,False,True,False,False,False,False
9225,2017-04-01 15:54:46,Mineral water,1,0,0,0,0,0,0,0,0,0,0,15,False,True,False,False,False,False
9226,2017-04-01 15:58:51,TrufflesSpanish Brunch,0,0,0,0,0,0,0,1,0,0,1,15,False,True,False,False,False,False
9227,2017-04-01 16:08:10,SoupBreadCoffee,1,0,0,0,1,0,0,0,0,1,0,16,False,True,False,False,False,False
9228,2017-04-01 16:18:11,Sandwich,0,0,0,0,0,0,0,0,0,1,0,16,False,True,False,False,False,False
9229,2017-04-01 16:46:41,Bread,0,0,0,0,1,0,0,0,0,0,0,16,False,True,False,False,False,False
9230,2017-04-01 17:30:11,CoffeeCoffeeChicken StewExtra Salami or Feta,2,0,0,0,0,0,0,0,1,1,0,17,False,True,False,False,False,False
9231,2017-04-01 17:39:33,TeaBreadCoffeeSconeMedialunaBread,2,0,0,0,2,2,0,0,0,0,0,17,False,True,False,False,False,False
9232,2017-04-02 09:49:32,TeaGranolaNONE,1,1,0,0,0,0,1,0,0,0,0,9,False,False,True,False,False,False
9233,2017-04-02 09:50:15,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,True,False,False,False
9234,2017-04-02 09:51:23,Hot chocolateBreadNONETiffin,1,1,0,0,1,0,0,0,0,0,1,9,False,False,True,False,False,False
9235,2017-04-02 09:51:48,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,True,False,False,False
9236,2017-04-02 09:53:06,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,True,False,False,False
9237,2017-04-02 09:54:40,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,True,False,False,False
9238,2017-04-02 09:54:56,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,True,False,False,False
9239,2017-04-02 10:14:47,CoffeeCoffeeCakeCookies,2,0,0,0,0,0,0,2,0,0,0,10,False,False,True,False,False,False
9240,2017-04-02 10:16:19,Hot chocolateCoffeeCake,2,0,0,0,0,0,0,1,0,0,0,10,False,False,True,False,False,False
9241,2017-04-02 10:24:09,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,10,False,False,True,False,False,False
9242,2017-04-02 10:29:19,MuffinCoffeeCoffee,2,0,0,0,0,1,0,0,0,0,0,10,False,False,True,False,False,False
9243,2017-04-02 10:37:18,BreadCoffeeCoffee,2,0,0,0,1,0,0,0,0,0,0,10,False,False,True,False,False,False
9244,2017-04-02 10:49:32,CoffeeCoffeeCoffee,3,0,0,0,0,0,0,0,0,0,0,10,False,False,True,False,False,False
9245,2017-04-02 10:50:11,CoffeeCoffeeMedialunaNONE,2,1,0,0,0,1,0,0,0,0,0,10,False,False,True,False,False,False
9246,2017-04-02 10:50:59,Bread,0,0,0,0,1,0,0,0,0,0,0,10,False,False,True,False,False,False
9247,2017-04-02 10:53:22,TeaCoffeeCookies,2,0,0,0,0,0,0,1,0,0,0,10,False,False,True,False,False,False
9248,2017-04-02 11:03:28,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,11,False,False,True,False,False,False
9249,2017-04-02 11:07:04,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,True,False,False,False
9250,2017-04-02 11:14:08,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,True,False,False,False
9251,2017-04-02 11:27:03,CakeBrownie,0,0,0,0,0,0,0,2,0,0,0,11,False,False,True,False,False,False
9252,2017-04-02 11:30:27,BreadFarm House,0,0,0,0,1,0,0,0,0,0,1,11,False,False,True,False,False,False
9253,2017-04-02 11:48:02,PastryCake,0,0,0,0,0,1,0,1,0,0,0,11,False,False,True,False,False,False
9254,2017-04-02 12:00:43,CoffeeNONESandwichBreadScandinavianFudge,1,1,0,0,2,0,0,1,0,1,0,12,False,False,True,False,False,False
9255,2017-04-02 12:02:22,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,True,False,False,False
9256,2017-04-02 12:10:01,CoffeeJammie DodgersTiffinJuice,2,0,0,0,0,0,0,0,0,0,2,12,False,False,True,False,False,False
9257,2017-04-02 12:55:39,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,True,False,False,False
9258,2017-04-02 13:00:31,CoffeeSandwich,1,0,0,0,0,0,0,0,0,1,0,13,False,False,True,False,False,False
9259,2017-04-02 13:02:44,Spanish Brunch,0,0,0,0,0,0,0,0,0,0,1,13,False,False,True,False,False,False
9260,2017-04-02 13:06:37,TrufflesCrispsSandwich,0,0,0,1,0,0,0,1,0,1,0,13,False,False,True,False,False,False
9261,2017-04-02 13:19:35,BreadMuffinCokeNONESandwichTeaFarm House,2,1,0,0,1,1,0,0,0,1,1,13,False,False,True,False,False,False
9262,2017-04-02 13:27:50,CoffeePastryBread,1,0,0,0,1,1,0,0,0,0,0,13,False,False,True,False,False,False
9263,2017-04-02 13:49:13,SconePastryCakeAlfajores,0,0,0,0,0,2,0,2,0,0,0,13,False,False,True,False,False,False
9264,2017-04-02 13:51:55,CoffeeCake,1,0,0,0,0,0,0,1,0,0,0,13,False,False,True,False,False,False
9265,2017-04-02 13:52:54,Argentina Night,0,0,0,0,0,0,0,0,0,0,1,13,False,False,True,False,False,False
9266,2017-04-02 13:54:41,Soup,0,0,0,0,0,0,0,0,0,1,0,13,False,False,True,False,False,False
9267,2017-04-02 14:34:38,CakeCakeSmoothies,1,0,0,0,0,0,0,2,0,0,0,14,False,False,True,False,False,False
9268,2017-04-02 14:35:24,Cake,0,0,0,0,0,0,0,1,0,0,0,14,False,False,True,False,False,False
9269,2017-04-02 14:48:28,PastryBreadTruffles,0,0,0,0,1,1,0,1,0,0,0,14,False,False,True,False,False,False
9270,2017-04-02 15:01:07,CoffeeTeaNONESconeBread,2,1,0,0,1,1,0,0,0,0,0,15,False,False,True,False,False,False
9271,2017-04-02 15:03:28,CakeBreadSandwichSandwich,0,0,0,0,1,0,0,1,0,2,0,15,False,False,True,False,False,False
9272,2017-04-02 15:07:03,SandwichCoffee,1,0,0,0,0,0,0,0,0,1,0,15,False,False,True,False,False,False
9273,2017-04-02 15:19:49,CoffeeCoffeeCake,2,0,0,0,0,0,0,1,0,0,0,15,False,False,True,False,False,False
9274,2017-04-02 15:22:05,CoffeeJuiceSpanish BrunchNONE,2,1,0,0,0,0,0,0,0,0,1,15,False,False,True,False,False,False
9277,2017-04-02 15:26:57,CoffeeCoffeeCoffeeCakeSandwich,3,0,0,0,0,0,0,1,0,1,0,15,False,False,True,False,False,False
9278,2017-04-02 15:28:48,Cookies,0,0,0,0,0,0,0,1,0,0,0,15,False,False,True,False,False,False
9279,2017-04-02 15:35:18,CakeTea,1,0,0,0,0,0,0,1,0,0,0,15,False,False,True,False,False,False
9280,2017-04-02 15:48:41,CakeCookiesBreadJuice,1,0,0,0,1,0,0,2,0,0,0,15,False,False,True,False,False,False
9281,2017-04-03 08:24:14,Farm House,0,0,0,0,0,0,0,0,0,0,1,8,True,False,False,False,False,False
9282,2017-04-03 09:25:59,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,True,False,False,False,False,False
9283,2017-04-03 09:27:41,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,9,True,False,False,False,False,False
9284,2017-04-03 09:36:40,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,True,False,False,False,False,False
9285,2017-04-03 10:06:44,Tea,1,0,0,0,0,0,0,0,0,0,0,10,True,False,False,False,False,False
9286,2017-04-03 10:09:47,CoffeeCoffeeNONE,2,1,0,0,0,0,0,0,0,0,0,10,True,False,False,False,False,False
9287,2017-04-03 10:14:05,CoffeeCoffeePastrySandwich,2,0,0,0,0,1,0,0,0,1,0,10,True,False,False,False,False,False
9288,2017-04-03 10:21:31,BreadScone,0,0,0,0,1,1,0,0,0,0,0,10,True,False,False,False,False,False
9289,2017-04-03 10:22:30,CoffeeCoffeeToastGranola,2,0,0,0,1,0,1,0,0,0,0,10,True,False,False,False,False,False
9290,2017-04-03 10:23:33,CoffeeCoffeePastryCake,2,0,0,0,0,1,0,1,0,0,0,10,True,False,False,False,False,False
9291,2017-04-03 10:24:19,Tea,1,0,0,0,0,0,0,0,0,0,0,10,True,False,False,False,False,False
9292,2017-04-03 10:42:28,Farm House,0,0,0,0,0,0,0,0,0,0,1,10,True,False,False,False,False,False
9293,2017-04-03 10:45:41,NONECoffee,1,1,0,0,0,0,0,0,0,0,0,10,True,False,False,False,False,False
9294,2017-04-03 10:54:19,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,10,True,False,False,False,False,False
9295,2017-04-03 11:14:22,CoffeeTrufflesPastryBread,1,0,0,0,1,1,0,1,0,0,0,11,True,False,False,False,False,False
9296,2017-04-03 11:22:43,Bread,0,0,0,0,1,0,0,0,0,0,0,11,True,False,False,False,False,False
9297,2017-04-03 11:44:04,CoffeeCoffeeCoffee granules ,2,1,0,0,0,0,0,0,0,0,0,11,True,False,False,False,False,False
9298,2017-04-03 11:58:00,The Nomad,0,0,0,0,0,0,0,0,0,0,1,11,True,False,False,False,False,False
9299,2017-04-03 12:02:58,Bread,0,0,0,0,1,0,0,0,0,0,0,12,True,False,False,False,False,False
9300,2017-04-03 12:03:37,BreadCookies,0,0,0,0,1,0,0,1,0,0,0,12,True,False,False,False,False,False
9301,2017-04-03 12:04:16,Bread,0,0,0,0,1,0,0,0,0,0,0,12,True,False,False,False,False,False
9302,2017-04-03 12:04:40,Truffles,0,0,0,0,0,0,0,1,0,0,0,12,True,False,False,False,False,False
9303,2017-04-03 12:17:43,CoffeeSandwichCake,1,0,0,0,0,0,0,1,0,1,0,12,True,False,False,False,False,False
9304,2017-04-03 12:18:59,CoffeeToast,1,0,0,0,1,0,0,0,0,0,0,12,True,False,False,False,False,False
9305,2017-04-03 12:21:02,TeaCoffeeToastScandinavianFarm House,2,0,0,0,2,0,0,0,0,0,1,12,True,False,False,False,False,False
9306,2017-04-03 12:23:27,Bread,0,0,0,0,1,0,0,0,0,0,0,12,True,False,False,False,False,False
9307,2017-04-03 12:23:58,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,True,False,False,False,False,False
9308,2017-04-03 13:19:54,Coffee,1,0,0,0,0,0,0,0,0,0,0,13,True,False,False,False,False,False
9309,2017-04-03 13:24:13,NONE,0,1,0,0,0,0,0,0,0,0,0,13,True,False,False,False,False,False
9310,2017-04-03 13:27:45,SconeBreadSpanish Brunch,0,0,0,0,1,1,0,0,0,0,1,13,True,False,False,False,False,False
9311,2017-04-03 13:47:58,CoffeeCoffeeCookies,2,0,0,0,0,0,0,1,0,0,0,13,True,False,False,False,False,False
9312,2017-04-03 13:48:44,Mineral waterTrufflesCokeScone,2,0,0,0,0,1,0,1,0,0,0,13,True,False,False,False,False,False
9313,2017-04-03 13:55:18,SandwichSoup,0,0,0,0,0,0,0,0,0,2,0,13,True,False,False,False,False,False
9314,2017-04-03 14:06:24,Coffee,1,0,0,0,0,0,0,0,0,0,0,14,True,False,False,False,False,False
9315,2017-04-03 14:17:59,CoffeeCoffeeMedialunaCake,2,0,0,0,0,1,0,1,0,0,0,14,True,False,False,False,False,False
9316,2017-04-03 14:42:03,TeaSandwich,1,0,0,0,0,0,0,0,0,1,0,14,True,False,False,False,False,False
9317,2017-04-03 14:44:53,Bread,0,0,0,0,1,0,0,0,0,0,0,14,True,False,False,False,False,False
9318,2017-04-03 14:46:49,CoffeeCoffeeSandwich,2,0,0,0,0,0,0,0,0,1,0,14,True,False,False,False,False,False
9319,2017-04-03 14:50:23,CoffeeBreadScone,1,0,0,0,1,1,0,0,0,0,0,14,True,False,False,False,False,False
9320,2017-04-03 14:52:18,Coffee,1,0,0,0,0,0,0,0,0,0,0,14,True,False,False,False,False,False
9321,2017-04-03 15:25:35,CoffeeJammie DodgersJuice,2,0,0,0,0,0,0,0,0,0,1,15,True,False,False,False,False,False
9322,2017-04-03 15:26:10,Cookies,0,0,0,0,0,0,0,1,0,0,0,15,True,False,False,False,False,False
9323,2017-04-03 15:28:44,Soup,0,0,0,0,0,0,0,0,0,1,0,15,True,False,False,False,False,False
9324,2017-04-03 15:33:37,BreadSandwich,0,0,0,0,1,0,0,0,0,1,0,15,True,False,False,False,False,False
9325,2017-04-03 15:38:36,TeaCookies,1,0,0,0,0,0,0,1,0,0,0,15,True,False,False,False,False,False
9326,2017-04-03 15:48:05,CookiesCakeTea,1,0,0,0,0,0,0,2,0,0,0,15,True,False,False,False,False,False
9327,2017-04-03 15:53:30,TeaCoffeeAlfajores,2,0,0,0,0,0,0,1,0,0,0,15,True,False,False,False,False,False
9328,2017-04-03 16:04:17,Medialuna,0,0,0,0,0,1,0,0,0,0,0,16,True,False,False,False,False,False
9329,2017-04-03 16:19:26,SconeBread,0,0,0,0,1,1,0,0,0,0,0,16,True,False,False,False,False,False
9330,2017-04-03 16:20:49,TeaAlfajoresToast,1,0,0,0,1,0,0,1,0,0,0,16,True,False,False,False,False,False
9331,2017-04-03 16:28:24,SoupCoffeeMedialuna,1,0,0,0,0,1,0,0,0,1,0,16,True,False,False,False,False,False
9332,2017-04-03 16:46:44,TiffinCookiesHot chocolate,1,0,0,0,0,0,0,1,0,0,1,16,True,False,False,False,False,False
9333,2017-04-03 16:50:02,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,True,False,False,False,False,False
9334,2017-04-03 16:59:16,Cookies,0,0,0,0,0,0,0,1,0,0,0,16,True,False,False,False,False,False
9335,2017-04-03 17:08:35,Alfajores,0,0,0,0,0,0,0,1,0,0,0,17,True,False,False,False,False,False
9336,2017-04-03 17:18:40,Bread,0,0,0,0,1,0,0,0,0,0,0,17,True,False,False,False,False,False
9337,2017-04-03 17:19:05,Bread,0,0,0,0,1,0,0,0,0,0,0,17,True,False,False,False,False,False
9338,2017-04-03 17:36:10,TeaHot chocolateCakeSaladCoffee,3,0,0,0,0,0,0,1,0,1,0,17,True,False,False,False,False,False
9339,2017-04-04 07:58:54,CoffeeNONE,1,1,0,0,0,0,0,0,0,0,0,7,False,False,False,False,True,False
9340,2017-04-04 08:01:35,BreadMineral water,1,0,0,0,1,0,0,0,0,0,0,8,False,False,False,False,True,False
9341,2017-04-04 08:24:12,CoffeeCookies,1,0,0,0,0,0,0,1,0,0,0,8,False,False,False,False,True,False
9342,2017-04-04 08:26:02,CoffeeToast,1,0,0,0,1,0,0,0,0,0,0,8,False,False,False,False,True,False
9343,2017-04-04 08:38:17,CakePastry,0,0,0,0,0,1,0,1,0,0,0,8,False,False,False,False,True,False
9344,2017-04-04 08:52:41,Coffee,1,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,True,False
9345,2017-04-04 08:53:04,Coffee,1,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,True,False
